Gene	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans	Sodalis glossinidius str. morsitans	Sodalis praecaptivus strain HS1	Candidatus Sodalis pierantonius str. SOPE	Secondary endosymbiont of Ctenarytaina eucalypti	Candidatus Moranella endobia PCIT	Secondary endosymbiont of Heteropsylla cubana	Candidatus Baumannia cicadellinicola strain BGSS	Candidatus Baumannia cicadellinicola strain B-GSS	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Candidatus Blochmannia chromaiodes str. 640	Candidatus Blochmannia pennsylvanicus str. BPEN	Candidatus Blochmannia floridanus	Candidatus Blochmannia vafer str. BVAF	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757	Buchnera aphidicola str. Bp (Baizongia pistaciae)	Buchnera aphidicola BCc	Buchnera aphidicola (Cinara tujafilina)	Buchnera aphidicola str. F009 (Myzus persicae)	Buchnera aphidicola str. W106 (Myzus persicae)	Buchnera aphidicola str. USDA (Myzus persicae)	Buchnera aphidicola str. G002 (Myzus persicae)	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Buchnera aphidicola str. Sg (Schizaphis graminum)
iscA	Core	Core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
lon	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
lpdA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
metE	Not core	Not core	Core	Core	Core	Not core	Not core	Not core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
miaA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core
minC	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core
minD	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
mnmA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
mnmE	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
mnmG	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nfuA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nth	Core	Core	Core	Core	Core	Core	Not core	Core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoA	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoB	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoC	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoF	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
nuoG	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoH	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoI	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoJ	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core
nuoK	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoL	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
nuoM	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
nuoN	Not core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
orn	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core
pepA	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
pfkA	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
pgi	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
pgl	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
pitA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
pnp	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
prmC	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
ptsH	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
ptsI	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core
purA	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
purH	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core
pykA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rbfA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core
recB	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Core	Core	Core
recD	Not core	Not core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rlmE	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Not core	Core
rlmN	Core	Core	Core	Core	Core	Core	Not core	Core	Not core	Not core	Not core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rluC	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rluD	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rnc	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rne	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Not core	Not core	Core	Core
rnt	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpe	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpiA	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rplA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rplI	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpmE	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpmF	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpmG	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpmI	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpmJ	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rpsO	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
rsmA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
rsmD	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core
rsmH	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
serC	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
smpB	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
sodB	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core
sucA	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
sucB	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
surA	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Core	Core	Core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
tal	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
terC	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core
tktA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
tpiA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
trpS	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
truA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
truB	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
trxA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
trxB	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
tuf	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core
tusE	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
ung	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core
yajC	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
yajR	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core
ycfH	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
ychF	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
ygfZ	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
yggX	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
yhgN	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
yibN	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
yjgF	Not core	Not core	Core	Core	Core	Not core	Not core	Not core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
yrbA	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Not core	Not core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core
zwf	Not core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Core	Core	Not core	Core	Not core	Core	Core	Core
ubiG	Core	Core	Core	Core	Core	Core	Not core	Not core	Core	Core	Not core	Core	Core	Core	Core	Core	Core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core
hemL	Core	Core	Core	Core	Core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core	Not core
