Gene	Mycobacterium tuberculosis H37Rv	Synechococcus elongatus PCC 7942	Porphyromonas gingivalis ATCC 33277	Bacteroides thetaiotaomicron VPI-5482	Bacteroides fragilis 638R	Caulobacter crescentus	Brevundimonas subvibrioides ATCC 15264	Rhodopseudomonas palustris CGA009	Agrobacterium fabrum str. C58	Burkholderia thailandensis E264	Burkholderia pseudomallei K96243	Francisella novicida U112	Shewanella oneidensis MR-1	Vibrio cholerae N16961	Haemophilus influenzae Rd KW20	Escherichia coli ST131 strain EC958	Escherichia coli MG1655	Salmonella enterica serovar Typhimurium SL1344	Salmonella enterica serovar Typhi Ty2	Salmonella enterica serovar Typhi	Acinetobacter baumannii ATCC 17978	Pseudomonas aeruginosa PAO1	Helicobacter pylori 26695	Mycoplasma genitalium G37	Mycoplasma pulmonis UAB CTIP	Streptococcus agalactiae A909	Streptococcus pyogenes MGAS5448	Streptococcus pyogenes NZ131	Staphylococcus aureus NCTC 8325	Staphylococcus aureus N315	Bacillus subtilis 168
atpH	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential
carA	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
carB	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
clpP	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Not analysed	Non-essential	Essential	Essential	Non-essential	Non-essential
clpX	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
cls	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential
csrA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
cyoA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
cyoB	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential
cyoC	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
cyoE	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
cysE	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Not analysed	Non-essential	Non-essential	Essential	Non-essential	Non-essential
dapF	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential
deaD	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential
dksA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
dnaJ	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential
dnaK	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential
dnaQ	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
efp	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential
folA	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential
fpr	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
gloB	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
glyA	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential
gnd	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential
gpmA	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential
greA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Not analysed	Non-essential	Non-essential	Essential	Essential	Non-essential
grpE	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential
grxD	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hflC	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hflK	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hinT	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hisA	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hisB	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hisF	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hisG	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
hisH	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
htpX	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
iscA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
lon	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
lpdA	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential
metE	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
miaA	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
minC	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
minD	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
mnmA	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential
mnmE	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Not analysed	Non-essential	Essential	Essential	Non-essential	Non-essential
mnmG	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential
nfuA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nth	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoA	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoB	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoC	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoF	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoG	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoH	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoI	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoJ	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoK	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoL	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoM	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
nuoN	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
orn	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
pepA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
pfkA	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential
pgi	Non-essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential
pgl	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
pitA	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
pnp	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential
prmC	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
ptsH	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Essential	Essential	Non-essential
ptsI	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential
purA	Essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
purH	Essential	Essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
pykA	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential
rbfA	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential
recB	Essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential	Non-essential	Essential	Non-essential	Non-essential	Non-essential
